A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ,BR,BS,BT,BU,BV,BW,BY,BZ,CA,CB,CC,target
9e6764f4,500years,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c913f37,rinki,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb0d7d92,rinki,17,1,chotu,48,rinki,18.952129,63,107,,64,85,109,,,,,rinki,11,0,23.6,2,23.2,2,0,0,13.5,1,14.25,1,10,1,rinki,1,4.63356,18.9542,1270.18,1651.24,25.5308,77.5543,13.7381,5.21606,29.4457,2,30.8386,21.1849,72.9208,33.3375,56.3694,rinki,1.14,,,rinki,3,4,,3,2,1,2,2,2,2,5,2,1,2,4,4,4,3,3,4,,,,rinki,3,2
69aed94b,500years,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99752704,17cm,7,0,rinki,65,17cm,16.70328,50,59.4,,,106,,17cm,6,9,35,17cm,0,0,,,,,0,0,8,1,9,1,12,1,17cm,5,7.21005,16.7051,990.634,2377.52,9.46984,47.7786,13.4368,3.2683,11.6214,2,25.0698,13.2389,40.5685,20.5581,34.5397,,,,,17cm,3,3,4,1,3,1,0,2,0,1,2,0,0,0,2,2,2,3,2,0,17cm,63,86,17cm,2,1
db8e4670,rinki,12,0,,,rinki,18.30642093,58,87.6,25,60,85,97,,,,,rinki,2,0,15.5,1,15.2,1,8,0,7,0,8,1,12,1,,,,,,,,,,,,,,,,,,,,rinki,2.93,,,,,,,,,,,,,,,,,,,,,,,,,rinki,,
061f2866,500years,14,0,17cm,70,500years,18.83631557,62.6,105,,74,77,133,,,,,500years,46,1,23.2,1,26.1,1,30,1,11,1,10.5,1,14.5,1,500years,4,-0.475489,18.8384,1399.1,2938.11,27.0724,91.2856,16.3778,2.46055,13.7144,1,42.4006,21.8126,91.7611,44.8422,69.473,,,500years,3.21,500years,4,4,5,3,5,3,0,4,2,3,4,0,3,3,3,2,4,4,4,2,500years,51,71,500years,1,2
599850d0,chotu,8,0,500years,85,500years,15.62222222,54,64.8,,60,77,109,500years,6,10,5,500years,8,1,,,,,0,0,7,0,6,0,8,1,500years,4,5.44739,15.6239,1055.26,2216.04,12.2135,54.6616,13.1794,2.44448,10.1384,1,27.434,15.0141,49.2142,23.6357,39.6474,,,500years,2.95,500years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500years,33,47,chotu,0,0
77d03dc0,17cm,7,1,,,17cm,15.73033449,51,58.2,22,97,52,128,,,,,17cm,0,0,,,,,0,0,8,0,8,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,1,
4c4f3184,rinki,13,0,,,17cm,,,,,,,,,,,,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,2,,,,,,,,,,,,,,,,,,,,,,,,,rinki,2,
465d3273,500years,10,0,17cm,67,,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,1.86,500years,4,4,4,1,5,0,0,2,1,4,5,0,2,0,2,3,3,3,2,0,500years,26,38,500years,3,1
9.66E+12,17cm,8,1,chotu,62,17cm,14.08657845,46,42.4,,63,73,105,,,,,17cm,1,0,,,,,0,0,10,1,10,1,9,1,17cm,2,2.17208,14.0881,923.275,1384.91,9.93351,40.6039,13.4913,0.596777,1.79608,1,19.5464,11.124,38.4318,14.6607,29.4799,,,,,rinki,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,31,45,17cm,0,0
4aa87859,chotu,8,0,17cm,80,500years,13.86479174,53,55.4,,71,73,105,500years,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2.59,500years,2,0,3,0,0,0,0,2,0,0,0,0,2,0,3,0,2,2,0,0,500years,35,50,chotu,0,0
73799fe3,500years,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a0b1b9d,17cm,14,0,chotu,78,,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,3,3,4,0,3,3,1,2,3,3,0,1,1,3,3,2,2,3,3,1,rinki,35,50,17cm,1,1
04d06a9c,17cm,10,0,rinki,64,17cm,15.78439062,51,58.4,,55,81,102,17cm,5,7,37,17cm,10,1,,,,,11,1,9,1,11,1,10,1,rinki,4,3.12289,15.7861,1002.46,2105.17,10.4103,49.0384,13.2556,2.53053,9.36156,1,25.5138,13.1143,45.9155,20.4006,35.9241,,,17cm,2.05,17cm,2,2,3,0,3,1,0,1,0,2,0,0,2,5,5,2,2,2,1,2,17cm,45,63,17cm,1,1
5ef8f725,chotu,18,0,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abaf745c,chotu,7,0,chotu,85,rinki,16.10872741,51,59.6,,75,59,122,rinki,,,,17cm,,,,,,,,,,,,,,,500years,3,2.90986,16.1105,998.311,1697.13,6.89337,48.5962,13.136,2.97444,11.0038,2,25.0089,16.694,45.6863,28.7976,31.9022,,,,,chotu,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,chotu,27,40,chotu,0,0
56210fdb,500years,7,0,17cm,66,17cm,15.48194707,46,46.6,,76,75,116,17cm,7,11,55,17cm,4,1,,,,,10,1,7.5,1,8,1,9,1,17cm,4,9.27702,15.4836,915.33,1922.19,4.8744,39.7577,13.2102,2.27349,6.84235,1,22.2603,12.6229,30.4806,21.5613,27.1347,,,,,17cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,35,50,500years,0,0
55a071cf,rinki,8,1,,,chotu,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,3.44,,,,,,,,,,,,,,,,,,,,,,,,,rinki,1,
2812951b,rinki,10,0,500years,61,chotu,32.11771029,61,170,,76,68,120,chotu,5,7,36,chotu,0,0,25.1,,27.6,,10,1,10,1,11,1,12,1,chotu,3,5.46123,32.1212,1595.27,2711.96,34.8257,112.18,21.1963,10.9249,57.8195,3,50.2268,27.128,106.719,53.2138,85.0525,,,rinki,2.47,chotu,2,2,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,chotu,31,45,rinki,0,0
c6575d38,17cm,18,0,chotu,60,rinki,17.32049197,71,124.2,,65,88,115,,,,,rinki,14,0,36.6,2,33.2,2,14,0,9,1,10,1,11,1,rinki,2,-0.396907,17.3224,1475.94,2361.51,28.4032,99.4704,13.8733,3.44908,24.7296,2,42.6633,28.4039,99.8673,44.6443,71.0665,rinki,1.5,,,rinki,2,4,4,4,4,3,2,2,1,1,5,0,2,3,4,3,4,3,2,2,rinki,51,71,17cm,3,2
3d6143f3,500years,7,0,rinki,55,500years,14.11594735,49.5,49.2,,58,81,108,,,,,500years,2,1,,,,,0,0,8,1,7.5,1,4,0,500years,1,2.92128,14.1175,960.105,1248.14,9.03493,44.5268,12.7765,1.34094,4.67324,2,23.4221,12.0697,41.6055,16.7467,32.457,,,,,17cm,2,1,2,0,2,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,17cm,40,56,500years,0,0
06c7dcff,500years,10,1,rinki,65,17cm,19.64552528,51.25,73.4,,68,86,109,17cm,5,7,51,17cm,20,1,13.4,2,13.7,2,7,1,11.5,1,10.5,1,8,0,17cm,2,5.00632,19.6477,1060.67,1591.01,17.7815,55.2387,14.7863,4.86141,18.1613,1,26.0332,11.424,50.2324,24.4797,43.8147,,,17cm,1.88,17cm,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17cm,38,54,500years,2,0
5508808f,chotu,13,0,,,500years,26.22160097,68.89,177,38,70,60,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c829500d,chotu,9,0,500years,55,500years,16.8043094,54.5,71,,73,86,124,500years,6,9,36,500years,12,1,,,,,11,1,8,1,8.5,1,11,1,500years,2,3.75596,16.8061,1101.71,1762.73,15.5809,59.6092,14.1099,2.69627,11.3908,2,29.6667,14.3617,55.8533,24.2471,45.2476,,,500years,3.06,500years,2,2,2,0,2,1,0,0,0,0,2,0,2,1,1,2,2,2,2,2,500years,41,58,chotu,0,0
7e87087b,rinki,14,0,chotu,50,chotu,17.84865917,68,117.4,,76,95,117,,,,,chotu,9,0,15.5,1,21.9,1,10,0,7.25,0,5.5,0,5,0,chotu,3,6.11904,17.8506,1443.89,2454.61,27.5631,96.0564,14.6053,3.24528,21.3436,1,42.5648,25.9285,89.9374,45.4145,70.1279,chotu,1.55,,,chotu,4,4,3,1,3,1,1,2,1,1,2,0,0,0,0,0,1,1,1,0,chotu,41,58,rinki,2,0
35c49344,rinki,8,0,,,rinki,22.61871302,52,87,32,54,87,106,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,2,
e0c4e965,500years,15,1,,,rinki,19.41902428,67,124,,67,68,119,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2.89,,,500years,3,2,2,1,2,0,2,1,1,2,2,0,1,0,1,1,1,1,1,1,500years,33,47,500years,0,0
54ce90b4,500years,8,0,,,500years,17.14364573,53.5,69.8,,82,79,125,,,,,500years,0,0,,,,,0,0,6,0,6,0,4,0,500years,3,3.45788,17.1455,1063.96,1808.74,12.7664,55.5891,13.6548,3.49073,14.2109,2,27.8757,14.947,52.1312,23.5923,40.6421,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,32,46,500years,3,
11f9b26c,17cm,6,0,rinki,75,rinki,16.41301653,44,45.2,,60,113,100,rinki,2,2,20,rinki,4,1,,,,,1,0,11,1,12,1,9,1,rinki,2,5.01085,16.4148,892.166,1427.47,7.2621,37.2904,13.5424,2.87245,7.90962,1,21.9373,8.09099,32.2795,13.8482,29.1994,,,,,rinki,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17cm,30,43,17cm,0,0
bc95339a,500years,10,1,,,500years,19.38312757,54,80.4,26,66,74,101,,,,,500years,2,0,,,,,0,0,9,1,12,1,12,1,,,,,,,,,,,,,,,,,,,,500years,3.47,500years,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,500years,29,42,500years,1,0
ed329c15,500years,16,1,,,500years,17.3129216,62.5,96.2,28,65,73,87,,,,,500years,38,1,24.1,2,24.7,2,0,0,13,1,14.5,1,12,1,500years,3,4.32244,17.1771,1215.61,1944.97,22.0287,71.741,12.8098,4.36731,24.459,2,28.0444,21.6679,67.4186,29.7458,50.0731,500years,2.13,,,500years,4,1,2,2,5,1,4,1,1,1,2,1,1,4,1,1,2,1,1,1,500years,35,50,500years,3,1
164b29ed,17cm,8,0,,,rinki,15.62222222,51,57.8,23,68,74,106,,,,,rinki,6,1,,,,,0,0,8,1,8.5,1,12,1,rinki,2,3.00273,15.6239,994.342,1590.95,8.94793,48.1735,13.0218,2.60214,9.6265,1,24.427,14.7986,45.1708,20.1804,33.3749,,,rinki,1.98,rinki,2,1,2,0,2,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,rinki,29,42,17cm,1,0
089a6b19,17cm,12,0,rinki,70,17cm,17.23020693,61,91.2,,79,78,133,,,,,17cm,20,1,18.2,1,21.3,2,2,0,6,0,6,0,12,1,rinki,5,4.66053,17.2321,1234.9,2963.77,20.3417,73.7964,13.9437,3.28838,17.4036,2,33.5663,19.8885,69.1359,29.0342,53.9079,,,17cm,2.619,17cm,1,1,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,17cm,42,59,17cm,2,0
ad536dea,500years,9,0,rinki,61,17cm,18.66032484,52.8,74,,62,62,103,17cm,5,7,17,17cm,0,0,,,,,7,1,10,1,10,1,9,1,17cm,1,3.04803,18.6624,1053.17,1369.12,8.41584,54.4397,13.7294,4.933,19.5603,1,26.1783,19.8455,51.3916,29.7114,34.5942,,,17cm,3.75,17cm,4,5,3,2,4,2,0,2,1,3,2,0,2,3,1,3,3,2,1,1,17cm,70,95,500years,0,1
51f38b37,chotu,17,0,17cm,40,17cm,21.0027027,74,163.6,,65,68,92,,,,,17cm,41,1,49,3,40.8,3,15,0,12,1,10,1,12,1,17cm,3,8.0778,21.005,1798.45,3057.37,42.6352,133.822,17.1817,3.8233,29.7783,2,55.7661,35.4204,125.744,61.1596,98.4013,chotu,3.54,,,17cm,0,0,4,1,2,2,1,2,2,1,5,1,2,3,4,3,4,0,4,0,,,,chotu,3,1
5a5f6d41,17cm,13,0,rinki,60,rinki,23.1438667,59,114.6,,61,95,120,,,,,rinki,10,0,18.1,2,19.1,2,4,0,8,1,8,1,6,0,rinki,2,7.31309,22.6068,1287.31,2059.69,21.3924,79.378,15.6587,6.94813,35.222,2,37.0938,20.8918,72.0649,36.8094,58.4862,,,rinki,2.84,rinki,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rinki,31,45,17cm,,0
806d877f,17cm,8,0,chotu,61,rinki,15.12623893,55.3,65.8,,63,86,111,rinki,2,2,48,rinki,6,1,,,,,2,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,17cm,3.68,rinki,5,3,4,0,5,0,0,4,4,4,3,0,1,0,0,1,2,0,0,0,rinki,42,59,17cm,1,1
f1baae47,chotu,11,0,rinki,85,rinki,13.90538898,60.5,72.4,,62,80,126,rinki,,,,chotu,,,,,,,,,,,,,,,500years,2,4.26103,13.9069,1143.67,1829.87,14.9586,64.0787,12.3085,1.5984,8.32133,3,29.216,19.9041,59.8176,25.9673,44.1746,,,17cm,2.21,17cm,5,5,4,4,5,2,1,2,1,3,4,0,1,1,3,1,3,3,1,0,17cm,31,45,chotu,1,1
18feab0f,chotu,13,0,chotu,35,chotu,18.99316263,63.75,109.8,33,,,,,,,,chotu,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,0,1,3,0,0,0,0,0,0,2,2,0,0,0,2,2,2,4,0,1,chotu,53,73,chotu,0,0
1ce16ede,rinki,8,0,,,rinki,15.14523603,48.75,51.2,22,62,70,108,,,,,rinki,0,0,,,,,3,0,8,1,9,1,6,1,rinki,2,2.93039,14.9927,963.846,1542.15,9.31023,44.9253,13.1553,1.8374,6.27469,1,24.4919,11.1232,41.9949,18.8648,33.8021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,
4a68d751,17cm,12,0,chotu,75,chotu,24.93124186,63.5,143,,44,64,106,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,4.2,rinki,4,3,3,1,3,2,1,2,3,2,2,0,3,3,2,2,2,3,2,1,rinki,43,60,17cm,0,1
b4f245b9,17cm,8,0,17cm,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,2.7,,,,,,,,,,,,,,,,,,,,,,rinki,38,54,17cm,0,
d0ac4f1c,500years,16,1,rinki,40,17cm,27.33183381,65.5,166.8,,105,106,185,,,,,chotu,,,,,,,,,,,,,,,500years,2,5.45729,27.3348,1473.77,2210.65,35.6046,99.2384,16.263,11.0718,67.5616,3,37.5234,26.1105,93.7811,44.293,73.1279,500years,1.44,,,500years,0,0,4,2,0,2,2,3,2,0,3,0,0,3,2,0,0,0,3,2,500years,58,80,500years,3,0
4a69e534,17cm,8,0,,,17cm,14.79112,50,52.6,24,64,70,113,,,,,17cm,2,0,,,,,0,0,8,1,10,1,11,1,17cm,2,3.06072,15.2888,1006.51,1610.41,8.97915,49.4692,12.8627,2.42615,9.33085,1,24.2565,16.2335,46.4084,20.0286,33.2357,,,,,rinki,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,rinki,35,50,17cm,0,0
731bf105,500years,10,1,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,,
fbda3966,17cm,10,0,rinki,65,17cm,21.55288066,54,89.4,,65,74,106,17cm,,,,17cm,19,1,18.5,2,15.3,2,9,1,6,0,5,0,8,0,17cm,4,7.0809,21.4588,1135.05,2383.61,15.6458,63.1611,15.2288,6.23002,25.8389,2,31.7221,15.7932,56.0802,29.7129,47.3679,,,17cm,3.43,17cm,2,3,3,0,4,0,0,2,2,2,3,0,2,2,2,2,2,2,1,1,17cm,34,49,17cm,1,1
cd89d5f1,rinki,15,0,500years,85,chotu,37.15076665,69,251.6,,66,91,126,,,,,chotu,5,0,23.2,2,28.1,3,5,0,11,1,10,1,9,1,,,,,,,,,,,,,,,,,,rinki,1.81,,,chotu,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,chotu,34,49,rinki,2,0
b9426af8,500years,10,1,,,,,,,,,,,,,,,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2.78,,,,,,,,,,,,,,,,,,,,,,,,,500years,,
aacb0b33,chotu,13,0,17cm,80,17cm,24.67263431,62.25,136,,93,82,131,,,,,17cm,37,1,24.7,2,27.9,2,4,0,9.5,1,7.5,1,13,1,,,,,,,,,,,,,,,,,,,,chotu,2.96,500years,1,2,1,1,2,1,0,1,1,2,2,0,0,0,0,0,1,0,0,0,500years,42,59,chotu,0,0
7a06845a,17cm,10,1,,,chotu,,,,,,,,,,,,17cm,11,1,,,,,0,0,5,0,4.5,0,3,0,17cm,2,3.69493,19.3893,1150.97,1726.46,20.8692,64.8568,14.0349,5.35438,24.7432,3,27.463,16.5246,61.1619,27.2161,48.3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,0,
4c238671,rinki,16,1,17cm,70,17cm,25.05181403,61,132.6,,114,99,180,,,,,chotu,,,,,,,,,,,,,,,500years,2,3.90152,25.0546,1237.27,1855.91,20.7706,74.0486,13.9914,11.0632,58.5514,1,29.2274,24.0506,70.1471,44.3635,49.998,chotu,1.49,,,chotu,2,3,3,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,chotu,46,64,rinki,0,1
85e2912c,500years,12,0,,,500years,22.67709907,59.5,114.2,34,64,72,108,,,,,500years,13,0,16,2,15.7,2,3,0,9,1,9.5,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,44,62,,,
dfdbb957,500years,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ffadbba,17cm,9,1,500years,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c66daf4,rinki,17,0,chotu,70,rinki,35.01719373,69.5,240.6,,100,102,166,,,,,rinki,20,0,46.9,2,59.3,3,10,0,15.2,1,15.1,1,11,1,rinki,5,11.6324,35.021,2109.1,5061.84,51.7683,166.91,24.2949,10.7261,73.6902,2,72.0616,43.0799,155.277,97.9231,123.83,rinki,2.38,,,rinki,0,1,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,rinki,31,45,rinki,0,0
dd167ffc,chotu,5,0,,,chotu,17.28450413,44,47.6,23,120,60,153,,,,,chotu,0,0,,,,,0,0,4,0,4,0,7,1,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,0,
4b65b38d,17cm,10,0,,,rinki,,57.5,,33,71,84,123,,,,,rinki,0,0,,,,,0,0,,,,,12,1,,,,,,,,,,,,,,,,,,,,rinki,2.81,,,,,,,,,,,,,,,,,,,,,,,,,17cm,0,
29a1d334,17cm,9,0,rinki,80,rinki,23.28935275,54.5,98.4,,65,62,142,rinki,,,,17cm,12,1,,,,,10,1,6.5,0,8,1,0,0,17cm,2,6.87935,23.2919,1186.33,1898.13,18.8976,68.6231,16.2435,7.04838,29.7769,3,33.4427,16.2828,61.7438,28.7242,52.3403,,,rinki,2.57,rinki,1,1,2,2,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,17cm,31,45,17cm,0,0
ebd6f819,chotu,10,0,500years,66,chotu,23.33304219,53.5,95,,67,73,94,chotu,,,,chotu,25,1,,,,,10,1,7,0,8,1,9.5,1,500years,2,3.56811,23.3356,1139.23,1822.77,15.7262,63.606,15.624,7.71156,31.394,2,31.6596,16.2201,60.0378,28.95,47.3858,,,chotu,2.32,chotu,5,5,4,0,5,1,0,2,1,1,2,0,0,0,4,4,2,4,3,1,chotu,62,85,chotu,2,1
a65b2226,500years,9,1,rinki,50,17cm,17.27767023,54.5,73,,69,81,112,17cm,6,9,4,17cm,4,0,,,,,3,0,10,1,10,1,11,1,17cm,1,6.5886,17.2796,1079.08,1402.8,16.8206,57.1988,13.5393,3.74025,15.8012,2,25.5753,14.8028,50.6102,26.2665,42.3959,,,500years,2.49,17cm,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17cm,29,42,500years,2,0
a6fbb2e7,rinki,8,1,chotu,47,chotu,15.28388172,49,52.2,,60,118,108,chotu,3,3,40,chotu,3,0,,,,,0,0,10.5,1,13,1,11,1,chotu,2,2.47942,15.2856,970.857,1456.29,11.5359,45.6721,13.374,1.91156,6.52794,1,21.3367,12.7994,43.1926,19.1349,32.8726,,,,,chotu,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,chotu,55,76,chotu,0,0
82ec9747,17cm,8,1,chotu,65,rinki,16.30350749,49.75,57.4,,70,71,115,,,,,rinki,7,1,,,,,4,0,9.5,1,10.5,1,9,1,rinki,3,2.70656,16.3053,994.512,1591.22,13.8178,48.1916,13.6895,2.61576,9.20836,1,23.2472,11.1266,45.4851,21.0509,37.0651,,,rinki,2.94,rinki,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,41,58,rinki,0,0
710345b6,chotu,6,0,500years,45,chotu,20.07768,50,71.4,27,83,91,118,,,,,chotu,0,0,,,,,0,0,9,1,9,1,4,0,chotu,2,3.13355,20.0799,1035.48,1656.76,11.6728,52.5549,14.7801,5.29981,18.8451,2,28.4919,12.3903,49.4214,26.5999,40.1647,,,,,500years,4,3,2,0,2,0,0,0,0,2,1,0,0,0,0,2,1,1,1,0,500years,34,49,chotu,0,0
b98444cd,chotu,12,1,,,500years,23.94105556,60,122.6,29,66,80,124,,,,,500years,0,0,17.5,2,16.6,2,0,0,10.5,1,11.5,1,12,1,500years,,,,,,,,,,,,,,,,,,,chotu,2.249,,,,,,,,,,,,,,,,,,,,,,500years,26,38,chotu,3,
ad319a21,17cm,12,0,chotu,60,rinki,14.45986785,59,71.6,,58,77,113,rinki,5,7,59,rinki,10,0,13.4,2,13.3,2,10,1,6,0,6,0,11.5,1,chotu,3,4.13835,14.4614,1131.65,1923.81,14.4623,62.7988,12.6838,1.77762,8.80117,1,29.9958,18.3407,58.6605,28.8461,44.4582,,,17cm,1.87,rinki,5,4,4,0,3,2,1,3,1,1,4,0,1,2,3,2,2,2,2,2,rinki,33,47,17cm,2,1
40b904b3,chotu,12,1,,,chotu,15.8633059,54,65.8,,54,84,91,,,,,chotu,15,0,17.1,1,17.1,1,7,1,8,0,9,0,7,0,,,,,,,,,,,,,,,,,,,,chotu,2.19,chotu,4,4,4,0,4,2,0,4,2,3,2,0,2,1,2,2,3,2,3,1,chotu,34,49,chotu,2,1
064e8da5,chotu,5,1,17cm,61,chotu,17.88183605,46.5,55,,66,75,105,chotu,,,,chotu,0,0,,,,,0,0,10.5,1,10,1,8.5,1,17cm,3,2.20577,18.2747,942.146,1507.43,11.0093,42.6139,14.1592,4.11549,12.3861,2,20.6076,10.997,40.4081,17.1052,31.6169,,,,,17cm,3,2,2,0,3,1,0,1,2,2,1,0,2,0,1,2,2,2,0,1,,,,chotu,0,0
3e398bf9,17cm,14,0,chotu,65,rinki,21.59708779,65.4,131.4,,70,69,115,,,,,rinki,13,0,40.6,3,42.4,3,2,0,10,1,10,1,5,0,,,,,,,,,,,,,,,,,,,,17cm,2.95,rinki,5,4,5,2,5,1,4,4,5,4,2,1,4,1,3,3,3,4,1,1,rinki,39,55,17cm,2,2
c00c663c,chotu,11,1,rinki,70,chotu,20.79714859,67,132.8,26,75,58,91,,,,,chotu,25,1,23.9,3,28.8,3,3,0,13,1,13.5,1,12,1,chotu,4,5.97274,20.7994,1495.73,2841.89,37.3873,101.578,15.9094,4.89003,31.2218,2,38.1855,26.0054,95.6054,40.8055,75.5728,,,17cm,3.8,17cm,3,3,2,1,2,1,0,3,2,1,3,0,2,2,2,1,2,2,1,1,17cm,32,46,chotu,1,1
105e3f96,17cm,9,0,rinki,60,rinki,13.57122781,52,52.2,,88,96,149,rinki,6,9,34,rinki,10,1,,,,,3,0,8.5,1,7.5,1,6,1,,,,,,,,,,,,,,,,,,,,rinki,2.62,rinki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,53,73,17cm,1,0
9271574b,rinki,16,1,chotu,65,rinki,17.2640999,62,94.4,,73,73,107,,,,,rinki,10,0,16.8,1,22,2,0,0,7.5,0,7.5,0,3,0,rinki,1,4.35552,17.266,1219.25,1585.02,22.7137,72.129,13.1926,4.07342,22.271,1,29.1327,20.2827,67.7735,31.376,51.8463,rinki,1.08,,,chotu,1,1,1,0,1,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,,,,rinki,0,0
51eb8d14,17cm,10,0,,,17cm,19.95738889,60,102.2,,58,62,115,,,,,17cm,25,1,12.6,2,17.5,2,6,0,7,0,7,0,11,1,17cm,3,4.6439,19.9596,1270.12,2159.2,21.3494,77.5472,15.1449,4.81468,24.6528,2,36.3294,19.8684,72.9033,34.9248,57.6788,,,,,17cm,2,2,2,0,3,0,0,2,1,1,4,0,2,0,0,1,0,1,0,0,17cm,29,42,17cm,2,0
e892aec6,chotu,8,0,17cm,45,500years,17.37816,50,61.8,,68,73,101,500years,3,3,38,chotu,6,1,,,,,10,1,11,1,15,1,9,1,17cm,3,3.13822,17.3801,1012.47,1721.19,10.1869,50.1039,14.0908,3.28929,11.6961,2,28.3939,11.5232,46.9657,29.9929,38.5808,,,,,500years,4,4,2,1,2,1,0,2,1,2,2,0,2,1,2,2,1,2,1,1,500years,36,51,chotu,0,1
3a33d579,500years,16,1,,,500years,20.91534827,60.75,109.8,28,85,96,128,,,,,500years,13,0,20.2,2,17.6,2,1,0,21.7,1,20,1,15,1,500years,3,4.52978,20.9176,1284.29,2054.87,25.2509,79.0571,15.0609,5.85673,30.7429,1,34.3511,19.4551,74.5273,46.0508,59.602,500years,2.269,,,500years,2,3,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,,,,500years,0,1
